Service

+---------+----------------------------------------------------------------------------+--------------+---------+----------+---------+-------------+--------+------------------------------------+
|ServiceID|Name                                                                        |EstimationCost|LaborCost|Estimation|LaborTime|HasConditions|Obsolete|Uuid                                |
|34       |Установка подкрылка                                                         |950.00        |1000.00  |57        |0.95000  |false        |0       |F90E942B-E52B-4904-9763-BDD8E6C8E8E7|
|35       |Установка брызговика                                                        |350.00        |1400.00  |15        |0.25000  |false        |0       |003BEF00-3C5C-4D12-BEF0-12BEBE7CCF1C|
|36       |Замена задней стойки                                                        |1800.00       |1800.00  |60        |1.00000  |true         |0       |2090618D-5696-46CC-A8D1-3B66B2AD6369|
|37       |Замена аккумулятора                                                         |250.00        |1250.00  |12        |0.20000  |false        |0       |FCC7348E-0DBE-4042-81B6-36B88A3F7D30|
|38       |Замена заднего сайлентблока переднего рычага                                |650.00        |1000.00  |39        |0.65000  |true         |0       |D0954768-5919-449D-A38D-9067BBA490C2|
|39       |Замена пыльника ШРУС, переднего левого наружнего                            |1650.00       |2200.00  |45        |0.75000  |true         |0       |9F986D1A-1610-4B9A-B389-56E3D896B473|
|40       |Замена пыльника нижней шаровой опоры                                        |750.00        |1500.00  |30        |0.50000  |false        |0       |D011A807-5445-4E28-8044-F00E4DE07619|
|41       |Ремонт стартера                                                             |900.00        |1800.00  |30        |0.50000  |false        |0       |945BA2D5-2AC2-436C-A64B-5E0DE61CBEF3|
|42       |Подключение противотуманных фонарей                                         |550.00        |1650.02  |20        |0.33333  |false        |1       |23B72181-9E41-4FA4-B068-28FD019CE7DB|
|43       |Крепление защиты бампера                                                    |350.00        |700.00   |30        |0.50000  |false        |1       |C5EE16E4-F4C0-4D6A-95D3-D24D1DDE4669|
|44       |Ремонт проводки двери                                                       |2600.00       |2600.00  |60        |1.00000  |true         |0       |9F135112-D375-40BA-A233-20212771FF57|
|45       |Замена прокладок впускного коллектора                                       |5100.00       |1020.00  |300       |5.00000  |false        |0       |C17680D6-F0AB-45E1-8616-C354E6727D4C|
|46       |Восстановление резьбы                                                       |250.00        |1000.00  |15        |0.25000  |false        |0       |74037B7C-9A9B-4792-A53C-96CDFFEFC0DE|
|47       |Диагностика стеклоподъёмника                                                |560.00        |1600.00  |21        |0.35000  |false        |0       |8861761E-E4E3-420F-A8C2-C264DA45EBDD|
|48       |Регулировка клапанов                                                        |2000.00       |500.00   |240       |4.00000  |true         |0       |4A64E10B-6E65-40DA-96EC-FDA43B42178C|
|49       |Замена верхней шаровой опоры                                                |1700.00       |4250.00  |24        |0.40000  |false        |0       |BAA85533-E768-4015-8C9F-E146526CABEA|
|50       |Замена нижней шаровой опоры(отеч)                                           |200.00        |600.01   |20        |0.33333  |false        |1       |44EE7AA5-768F-4C60-8738-77AC9ED81426|
|51       |Замена втулок переднего СПУ                                                 |450.00        |1500.00  |18        |0.30000  |true         |0       |5E094503-A04A-48B8-9B18-9C170B59DD74|
|52       |Замена втулок заднего СПУ                                                   |450.00        |1000.00  |27        |0.45000  |true         |0       |481194CF-1B4A-47B2-8154-0265D0A8B8C8|
|53       |Замена пыльника рулевой рейки, левого                                       |950.00        |1900.00  |30        |0.50000  |false        |0       |E55D8414-3626-4536-910A-352178305388|
|54       |Замена колец свечного колодца (верх и низ)                                  |3350.00       |1675.00  |120       |2.00000  |false        |0       |18FD14C6-B3E4-4C24-90D3-28EB3D5CEDE9|
|55       |Ремонт омывателя                                                            |100.00        |599.99   |10        |0.16667  |false        |1       |29946F07-D6D9-4D89-886F-B285221200EE|
|56       |Регулировка рулевой рейки                                                   |750.00        |1500.00  |30        |0.50000  |true         |0       |BA4DA06E-79B4-453F-B833-FF625ACABC51|
|57       |Смазка рулевого вала                                                        |500.00        |1000.00  |30        |0.50000  |false        |1       |42BFB873-9E00-48D2-B1EF-5FF5850B77C7|
|58       |Замена заднего сальника коленвала и первичного вала КПП                     |8600.00       |1720.00  |300       |5.00000  |true         |0       |9A72F15C-5934-4612-8E08-4FD32567D886|
|59       |Замена топливного фильтра(в баке)                                           |2600.00       |2600.00  |60        |1.00000  |true         |0       |B7362FA3-0658-4D1B-9FF0-11B58D6B0B05|
|60       |Замена антифриза                                                            |400.00        |800.00   |30        |0.50000  |false        |1       |3D7E83BA-22CC-419F-B636-5E928481DEC0|
|61       |Тех. обслуживание акумуляторной батареи                                     |100.00        |1200.05  |5         |0.08333  |false        |1       |BA6C61CC-1E60-4475-AA4E-E14AF275A0C8|
|62       |Замена ступичного подшипника, задний левый                                  |2300.00       |2300.00  |60        |1.00000  |true         |0       |B70189E2-A585-4E97-AB9D-D32711872CCC|
|63       |Замена противотуманной фары                                                 |550.00        |1375.00  |24        |0.40000  |false        |0       |78ED1626-4F80-4D3A-BEC0-5EF47023354E|
|64       |Замена термостата                                                           |1450.00       |1812.50  |48        |0.80000  |false        |0       |44B62F16-FED3-4DFD-8ACE-A3597E737F50|
|65       |Замена сальника правого переднего привода                                   |1600.00       |2000.00  |48        |0.80000  |true         |0       |B98EE332-9C46-4323-B690-80BAFD908769|
|66       |Установка адаптера магнитолы                                                |750.00        |1500.00  |30        |0.50000  |false        |0       |73608B69-BEE4-458A-806A-7BAB318051D8|
|67       |Доливка жидкости АКПП                                                       |100.00        |1000.00  |6         |0.10000  |false        |0       |71F86F1A-A8ED-4883-A26E-1B55669CA062|
|68       |Ремонт ручки двери                                                          |400.00        |1200.01  |20        |0.33333  |false        |1       |DAC22B5D-36A5-4699-81C7-101DB2DAE4C7|
|69       |Замена датчика давления масла                                               |900.00        |2250.00  |24        |0.40000  |true         |0       |D2CF9DA8-E707-4E78-8F43-79DF6DB0CC3C|
|70       |Замена зеркального элемента                                                 |550.00        |2750.00  |12        |0.20000  |false        |0       |38F5B9AA-5330-4D41-92DB-8A396BF6A3F0|
|71       |Замена рулевой тяги правой                                                  |1050.00       |1000.00  |63        |1.05000  |false        |0       |BC7091FB-2DEC-4859-A51F-05E27BBA89AF|
|72       |Замена рулевого наконечника правого                                         |600.00        |1200.00  |30        |0.50000  |true         |0       |F5E97DE9-A972-4000-912F-5AE39C342C47|
|73       |Замена ступичного подшипника, задний правый                                 |2300.00       |2300.00  |60        |1.00000  |true         |0       |4659F186-D071-44AF-B88D-C8A96AC89A4D|
|74       |Замена ламп заднего хода                                                    |250.00        |625.00   |24        |0.40000  |false        |0       |BEB7A44C-4CDA-4B6F-A323-93F036A0F19F|
|75       |Замена смазки в ШРУСе                                                       |750.00        |1000.00  |45        |0.75000  |false        |0       |20F0B73A-804A-4E1F-BB0E-D1607B09C4B0|
|76       |Замена маслосъемных колпачков                                               |9200.00       |2300.00  |240       |4.00000  |false        |0       |458CDB74-A6E8-4C98-AEC1-8A9BE290A62C|
|77       |Замена ступичного подшипника, передний левый                                |1700.00       |1700.00  |60        |1.00000  |true         |0       |C6675AD0-6B6D-4D0D-824F-6A34227A8491|
|78       |Замена передних тормозных колодок                                           |900.00        |1200.00  |45        |0.75000  |true         |0       |8B5143B9-D341-49FF-9705-6FFD34D41D4C|
|79       |Замена шаровой опоры передней нижней левой                                  |1350.00       |1350.00  |60        |1.00000  |true         |0       |80E78715-AFA3-4121-A4EA-9BC82D844222|
|80       |Замена лампы противотуманного фонаря                                        |550.00        |2200.00  |15        |0.25000  |false        |0       |F62E31B1-F73F-4FA5-AB6A-6761B1DDF97A|
|81       |Замена лампы подсветки номера                                               |200.00        |2000.00  |6         |0.10000  |true         |0       |2ADF4073-46EC-4881-86F4-8AA1B91304CD|
|82       |Замена направляющей рейки                                                   |800.00        |1600.00  |30        |0.50000  |true         |0       |8F935D1D-A7D0-4606-A8DA-BB320A3A1D7F|
|83       |Чистка печки салона                                                         |11000.00      |2750.00  |240       |4.00000  |true         |0       |EEB48A5D-58EF-4328-990F-F6A52B04B30A|
|84       |Замена пружины задней подвески                                              |2000.00       |1250.00  |96        |1.60000  |true         |0       |C1688D41-594E-4C24-AEFC-C21E6C2083A4|
|85       |Ремонт прикуривателя                                                        |150.00        |899.98   |10        |0.16667  |false        |1       |4B84187D-24F2-4C54-9662-3A41488F67A4|
|86       |Чистка системы омывателя                                                    |250.00        |1250.00  |12        |0.20000  |false        |0       |3DFEF58E-E37A-4CEA-8DE9-6D2425EAA916|
|87       |Замена пыльника стойки передней правой                                      |1800.00       |2000.00  |54        |0.90000  |true         |0       |F656B1B7-7E4B-468C-AE4B-17018FCE1A81|
|88       |Ремонт троса открывания люка бензобака                                      |350.00        |700.00   |30        |0.50000  |false        |1       |651EDCB6-A13B-4FB4-BFF2-25D7850BB5B4|
|89       |Промывка инжекторов на установке Wynns                                      |650.00        |650.00   |60        |1.00000  |false        |1       |602611E3-F0AD-41B0-A8F3-1D0E4D2DFA80|
|90       |Замена комплекта сцепления                                                  |8500.00       |2125.00  |240       |4.00000  |true         |0       |A5185D90-2BE5-4E28-BB54-1AB6BDD465C4|
|91       |Замена насоса ГУР                                                           |1350.00       |1350.00  |60        |1.00000  |false        |0       |8389DEEB-ACC4-4236-A7BC-BF14BBA0E72B|
|92       |Замена задних тормозных колодок                                             |900.00        |1200.00  |45        |0.75000  |false        |0       |50663714-940A-4185-ACCB-BBF922E1A9AF|
|93       |Замена ступичного подшипника, передний правый                               |1700.00       |1700.00  |60        |1.00000  |true         |0       |EC78EB63-E11B-4CFE-85EA-6D0A24A60A7E|
|94       |Замена ламп головного света                                                 |800.00        |800.00   |60        |1.00000  |true         |0       |C1A73805-A2F5-43E9-B47B-4DEFAFF9BC81|
|95       |Инструментальная диагностика                                                |550.00        |660.00   |50        |0.83333  |false        |1       |57228165-E44D-48B8-B167-7298EE8183AB|
|96       |Замена ступичного сайлентблока                                              |900.00        |2250.00  |24        |0.40000  |false        |0       |CF6CA82B-E1D6-49F0-B62B-3C6E4A01E020|
|97       |Замена стойки СПУ передней левой                                            |750.00        |1500.00  |30        |0.50000  |false        |0       |E05AEE27-2A25-4D9B-9A19-91BEB244E3D0|
|98       |Замена зеркала в сборе                                                      |1400.00       |3500.00  |24        |0.40000  |false        |0       |AFB00562-AB83-4E4C-8590-EB6B2F20D51B|
|99       |Замена поддона ДВС                                                          |1450.00       |1087.50  |80        |1.33333  |false        |1       |09BAFDE2-504B-4F35-81CE-CED183DD5B1B|
|100      |Замена шпильки                                                              |100.00        |1200.05  |5         |0.08333  |false        |1       |1238B5D3-A906-4171-8A19-20EB0E02542B|
|101      |Чистка фильтра салона                                                       |200.00        |800.00   |15        |0.25000  |false        |1       |418E4C14-9B98-419D-B218-571E7C25619A|
|102      |Замена двигателя с коробкой в сборе                                         |9200.00       |766.67   |720       |12.00000 |false        |1       |BE3A42B8-3B8D-4269-A284-96C6F727445D|
|103      |Замена лампы головного света                                                |250.00        |2500.00  |6         |0.10000  |true         |1       |F02EBEFF-785B-4975-BF49-D26225FFB47A|
|104      |Замена термостата                                                           |1400.00       |2000.00  |42        |0.70000  |true         |0       |89FDDD83-EF8B-49B0-BB85-EE8F0B733F0A|
|105      |Замена подшипников генератора                                               |2600.00       |2600.00  |60        |1.00000  |true         |0       |22F89A46-D35D-4576-B4D6-8F03FDE685AE|
|106      |Замена заглушки распредвала                                                 |400.00        |4000.00  |6         |0.10000  |true         |0       |A917D12C-9483-4CB2-BD99-4981F861E10F|
|107      |Замена втулки стойки СПУ                                                    |900.00        |2250.00  |24        |0.40000  |false        |0       |2E557994-90B2-43F5-A2DA-C6E571A12D20|
|108      |Замена переднего сальника коленвала и распредвала                           |3800.00       |1520.00  |150       |2.50000  |false        |0       |19C663EE-0698-4BDF-A68A-2CDFC8356FE8|
|109      |Замена антифриза с промывкой                                                |650.00        |650.00   |60        |1.00000  |false        |1       |9EBCC915-2461-42A4-9AD3-FB814D6FF5C8|
|110      |Замена лампы поворотника                                                    |200.00        |800.00   |15        |0.25000  |false        |0       |9BE81D70-2142-42C7-B63B-8CD204122C4B|
|111      |Подключение освещения номера                                                |100.00        |599.99   |10        |0.16667  |false        |1       |8663971A-261C-4389-8EFF-6D23D3A3F7F6|
|112      |Замена переднего верхнего левого рычага                                     |1500.00       |1500.00  |60        |1.00000  |false        |0       |92BDF11D-3604-4EA7-8DAD-668C3BA778A2|
|113      |Замена пыльника стойки, передней                                            |1440.00       |1200.00  |72        |1.20000  |false        |1       |AC468F3E-1B55-4D48-8FFE-B484EC342948|
|114      |Установка сигнализации                                                      |11000.00      |1375.00  |480       |8.00000  |false        |0       |A410283C-FD07-44DB-B3B2-066F3C2EA064|
|115      |Промывка бензобака(с снятием)                                               |3350.00       |1000.00  |201       |3.35000  |true         |0       |26B4B9C6-96A2-4ECD-B7E9-BFCF83A66610|
|116      |Замена жидкости в МКПП                                                      |900.00        |2250.00  |24        |0.40000  |false        |0       |347E1429-0855-435C-8FD9-077C5136E573|
|117      |Замена модулятора АБС                                                       |1100.00       |916.67   |72        |1.20000  |false        |1       |84A1243C-84DC-4D05-89C3-D9EC7692EF50|
|118      |Замена ремня навесного оборудования                                         |900.00        |1800.00  |30        |0.50000  |true         |0       |C477DDEA-B8BB-4F4C-BA92-6AA32B0FF81B|
|119      |Замена радиатора                                                            |2000.00       |2500.00  |48        |0.80000  |true         |0       |1EE8C80C-6855-4093-9845-ACA18661DA02|
|120      |Натяжка ремня генератора                                                    |500.00        |2000.00  |15        |0.25000  |false        |0       |64094348-145F-4450-AB1C-A9C448BE2A46|
|121      |Замена сальников и подшипника насоса ГУР                                    |1950.00       |1950.00  |60        |1.00000  |true         |0       |BC548B86-238C-4D3D-95BE-5CC240C0B1AF|
|122      |Замена верхнего сальника рулевой рейки                                      |3400.00       |2000.00  |102       |1.70000  |true         |0       |9CC05858-CCFF-494D-843E-9E71A9D73535|
|123      |Замена лампы головного света                                                |250.00        |1250.00  |12        |0.20000  |false        |0       |E83129A8-D529-4B18-A87C-35C3CBCEE5B3|
|124      |Ремонт электрики                                                            |1050.00       |4200.00  |15        |0.25000  |false        |0       |7DDDED46-CCEF-4F83-B548-A5F5AA98B9DB|
|125      |Ремонт поддона                                                              |2300.00       |2300.00  |60        |1.00000  |false        |0       |03284A6D-A52E-4AE2-97F3-BB29AAF63DD2|
|126      |Замена прокладки поддона                                                    |2300.00       |1150.00  |120       |2.00000  |true         |0       |DF2BE404-1DCD-4FF1-852B-4C650AA592B1|
|127      |Замена ремня ГРМ                                                            |4450.00       |1483.33  |180       |3.00000  |false        |1       |0A2D88CD-5E55-4D4A-B70C-4529922222A0|
|128      |Замена тормозного шланга переднего левого                                   |750.00        |1500.00  |30        |0.50000  |false        |0       |B7F4E8E9-6299-4C12-A741-29AD03C420A3|
|129      |Замена прокладки клапанной крышки                                           |1000.00       |2000.00  |30        |0.50000  |true         |0       |F7BB32DE-17A3-4CC6-A4B0-B4FE54471BA8|
|130      |Ремонт глушителя                                                            |1250.00       |1250.00  |60        |1.00000  |false        |0       |AC946419-2B89-49E8-A2D0-7BCF38BCB40A|
|131      |ТО топливной системы                                                        |450.00        |1125.00  |24        |0.40000  |false        |0       |89EB67B6-FD05-4FF2-B0DD-1E7B1E7B06CA|
|132      |Замена сайлентблока переднего верхнего рычага                               |1800.00       |2000.00  |54        |0.90000  |false        |0       |298CABE7-B59A-4439-8DDE-FD5C025B9663|
|133      |Замена пыльника ШРУС заднего левого наружнего                               |1650.00       |2200.00  |45        |0.75000  |true         |0       |83E8F728-8161-427A-BB6A-A5A60DD509E5|
|134      |Замена пыльника ШРУС заднего правого наружнего                              |1650.00       |2200.00  |45        |0.75000  |true         |0       |37224BD5-42B7-4526-BF76-B249F357D1F6|
|135      |Замена сальника распредвала                                                 |1950.00       |1950.00  |60        |1.00000  |false        |0       |F760FAFE-7D25-4475-98C1-81B5428C8F86|
|136      |Ремонт механизма открывания двери                                           |350.00        |700.00   |30        |0.50000  |false        |1       |68D1313A-7F34-43A4-A098-4EB93634D5A2|
|137      |Замена пыльника ШРУС, переднего правого наружнего                           |1650.00       |2200.00  |45        |0.75000  |true         |0       |803F56F0-2EC2-4317-B592-97B78347F8A0|
|138      |Замена ШРУСа переднего правого наружнего                                    |1650.00       |1650.00  |60        |1.00000  |false        |0       |AFF3693B-BF28-4524-83BD-7FAFB847229A|
|139      |Замена лампы головного света                                                |100.00        |1200.05  |5         |0.08333  |false        |1       |47ECB453-0920-4661-83DA-0264595BF3CD|
|140      |Замена лампы головного света                                                |250.00        |2500.00  |6         |0.10000  |true         |0       |EC55D2FF-4EFC-4D5A-8B15-5CE48C743A80|
|141      |Замена пыльника рулевой рейки правого                                       |950.00        |1000.00  |57        |0.95000  |false        |0       |CED3462D-B46E-44BC-AF17-6FE3AF8C3CBD|
|142      |Замена сальника коленвала                                                   |1650.00       |2200.00  |45        |0.75000  |false        |0       |B3DAD709-2837-47CD-8B1A-A99895A71F45|
|143      |Замена пыльника шаровой опоры                                               |750.00        |1500.00  |30        |0.50000  |false        |0       |7F93A670-3905-4D5A-8FA1-69B8DFC09E18|
|144      |Подключение ближнего света                                                  |350.00        |1050.01  |20        |0.33333  |false        |1       |906C9A1B-42BB-4B65-9AF4-3B66583B3F47|
|145      |Промывка камеры сгорания                                                    |450.00        |900.00   |30        |0.50000  |false        |1       |7B329847-B4F0-420E-9D2E-6084B40C976E|
|146      |Ремонт стеклоподъёмника                                                     |900.00        |1125.00  |48        |0.80000  |false        |0       |E4AB5D77-3AFC-4801-B5F7-261951B4CFF3|
|147      |Замена шпильки колеса                                                       |1700.00       |1700.00  |60        |1.00000  |true         |0       |F0AF00E8-4E75-43B6-8289-687A830F0D87|
|148      |Крепление задней стойки                                                     |350.00        |839.99   |25        |0.41667  |false        |1       |8B79F858-EDD3-42C7-B5C4-0ED8966B5836|
|149      |Замена заднего тормозного цилиндра                                          |1000.00       |2000.00  |30        |0.50000  |false        |0       |967E8ACA-42CE-4D6B-823E-8FEDFA92D90E|
|150      |Замена прокладки приёмной трубы                                             |800.00        |1600.00  |30        |0.50000  |false        |0       |CF5F20B4-796C-4A5E-990A-5391DA4823D2|
|151      |Замена передней опоры ДВС                                                   |1150.00       |2300.00  |30        |0.50000  |true         |0       |4BABC0EB-97A5-44F8-97BB-8267D7B364FC|
|152      |Ремонт электрики                                                            |1100.00       |1100.00  |60        |1.00000  |false        |1       |6568C38E-A9E3-41D2-9F4E-404C780EDBCE|
|153      |Замена стойки СПУ задней правой                                             |750.00        |1500.00  |30        |0.50000  |false        |0       |E2F850A7-DE8C-47F0-9E1B-5646D8FB1791|
|154      |Замена мотора печки                                                         |1000.00       |2000.00  |30        |0.50000  |false        |0       |93F2EE67-6377-4B23-A663-4143F640F523|
|155      |Ремонт мотора печки                                                         |900.00        |2250.00  |24        |0.40000  |false        |0       |BE65D9F1-3FD5-49DA-8827-5864843C2A26|
|156      |Замена прокладки клапанной крышки                                           |1250.00       |1250.00  |60        |1.00000  |false        |0       |4F1B9C72-D500-4906-A4AC-4B3F1BA2F4FA|
|157      |Замена прокладки клапанной крышки                                           |2300.00       |862.50   |160       |2.66667  |false        |1       |72517E1D-B8BD-4CBF-AF0E-65DD437C9EB0|
|158      |Снятие сигнализации                                                         |1200.00       |800.00   |90        |1.50000  |false        |1       |FDF40560-70FF-4EE9-A2EB-7B7F6D1FD4EE|
|159      |Натяжка ремня ГУР                                                           |500.00        |2000.00  |15        |0.25000  |false        |0       |EDF66606-383B-4277-9D99-28B702E97820|
|160      |Замена пыльника ШРУС, переднего левого внутреннего                          |1650.00       |2200.00  |45        |0.75000  |false        |0       |2D86BB76-431C-40BF-80FF-30176563456E|
|161      |Замена пыльника ШРУС, переднего правого внутреннего                         |1650.00       |2200.00  |45        |0.75000  |false        |0       |90852FE7-2888-4958-B076-14D777BDF198|
|162      |Ремонт механизма открывания капота                                          |250.00        |750.01   |20        |0.33333  |false        |1       |43C27666-255E-48B4-8491-ACEC0EE1A2B6|
|163      |Установка магнитолы                                                         |1050.00       |1050.00  |60        |1.00000  |true         |0       |3AAB5DED-3DA9-4EEE-8921-0D3910B917C7|
|164      |Ремонт панели приборов                                                      |250.00        |1000.00  |15        |0.25000  |false        |1       |306F417E-2DFD-42A9-BF28-009968803CE7|
|165      |Замена передней амортизационной стойки                                      |1800.00       |3000.00  |36        |0.60000  |true         |0       |0FE39F24-3D94-4265-8117-4F054B7402F0|
|166      |Замена тормозного диска                                                     |1000.00       |2500.00  |24        |0.40000  |true         |0       |468672B5-49C1-455C-B85E-8E93A2901976|
|167      |Регулировка фар                                                             |840.00        |2400.00  |21        |0.35000  |false        |0       |53C651C1-0AEF-4BB5-B191-065CA36AFD68|
|168      |Замена натяжного ролика приводного ремня                                    |1400.00       |2800.00  |30        |0.50000  |false        |0       |C765C8F5-4F63-4F71-BE5A-9FFC4BA66E02|
|169      |Установка антенны                                                           |600.00        |1200.00  |30        |0.50000  |false        |0       |355E3E40-46D1-47D1-A1C7-E160541EFFD5|
|170      |Замена левого поворотного кулака                                            |1600.00       |800.00   |120       |2.00000  |false        |1       |BE09957A-3323-4A7E-9C8E-3285EC89184A|
|171      |Установка противотуманного фонаря                                           |800.00        |1600.00  |30        |0.50000  |false        |0       |2C8B2339-018B-499E-A292-98DDDE711A7E|
|172      |Аппаратная замена жидкости в АКПП                                           |650.00        |780.00   |50        |0.83333  |false        |1       |B1313B02-4E19-4AB5-831D-D51346A97377|
|173      |Замена коленвала с коренными и шатунными вкладышами                         |18250.00      |1000.00  |1095      |18.25000 |false        |0       |60B3AB6E-ADA4-4649-B8C5-A9B91AAEE918|
|174      |Раскоксовка колец 1-2-3 цилиндра (со снятием головки)                       |5050.00       |385.50   |786       |13.10000 |false        |1       |793DA7DD-FEB1-440C-A64F-D5E3E1DB2F27|
|175      |Раскоксовка колец 4-5-6 цилиндра (со снятием головки)                       |4950.00       |390.79   |760       |12.66667 |false        |1       |A6B9FF2A-99C9-4900-9218-78B72CEF36DF|
|176      |Замена шатуна                                                               |350.00        |1050.01  |20        |0.33333  |false        |1       |C615B097-3FDC-401B-A65D-9F45AA60A6A6|
|177      |Замена сальника коленвала заднего                                           |6550.00       |1637.50  |240       |4.00000  |false        |0       |2F8EFE32-C323-4014-92CE-1203136C753E|
|178      |Снятие и установка радиатора кондиционера                                   |2400.00       |1600.00  |90        |1.50000  |false        |0       |DA7CFEDA-B2C0-40DF-9196-3080EAF6EF54|
|179      |Замена уплотнительного кольца маслозаливной крышки                          |200.00        |1000.00  |12        |0.20000  |false        |0       |4100D301-7AEB-4A90-B9FD-4391FADE05AE|
